txn_id,account_id,merchant_id,txn_date,amount,description
T0003204,A99999,M006,27-Jan-2024,-49.74,PURCHASE ORPHAN
T0001163,A00088,M017,03/27/24,-374.54,PURCHASE 629202
T0000287,A00091,M007,01/30/24,-140.82,PURCHASE 604884
T0000957,A00047,M008,10-Oct-2024,$-99.11,PURCHASE 259072
T0002635,A00075,M025,05/08/2024,-168.97,PURCHASE 624809
T0000219,A00074,M004,30-Dec-2024, -52.99 ,PURCHASE 144316
T0001942,A00040,M010,14-Jun-2024,-275.86,PURCHASE 187361
T0002608,A00004,,2025-04-20," 3,080.15 ",PAYROLL DEP 852144
T0002425,A00019,M028,03/29/25,$-315.39,PURCHASE 432580
T0000654,A00030,M005,25-May-2025,-197.45,  PURCHASE 402262  
T0001346,A00069,M020,09/10/24,$-56.14,PURCHASE 469458
T0002557,A00023,M031,2024-06-24,"3,749.47",PAYROLL DEP 124280
T0002308,A00078,M016,10/03/2024,-223.22,PURCHASE 905866
T0000662,A00049,M004,12/05/2024,$-311.78,PURCHASE 876390
T0002808,A00075,M011,05/11/2024,$-164.85,PURCHASE 645986
T0001505,A00049,M020,2024-08-01,$(124.90),PURCHASE 443716
T0002044,A00015,M001,12/01/24,$-356.18,PURCHASE 203868
T0002137,A00033,M026,05/14/25,(22.80),PURCHASE 635462
T0000993,A00012,M013,02/04/24,(82.85),PURCHASE 621789
T0001479,A00032,M012,03/04/2025, $(317.23) ,PURCHASE 208299
T0001873,A00024,M024,02-Apr-2024,$-311.85,PURCHASE 297108
T0003001,A00010,M030,12-Nov-2024,-382.65,PURCHASE 448182
T0000482,A00054,M012,09-Jun-2024,$-109.14,PURCHASE 143141
T0000259,A00082,M019,2025-05-14, $-84.77 ,  PURCHASE 439121  
T0001141,A00058,M009,08/05/2024,$-395.61,PURCHASE 542981
T0000561,A00064,M011,02/08/25,(378.72),PURCHASE 541550
T0001706,A00064,M002,06/21/25,(119.57),PURCHASE 747219
T0000789,A00070,M008,2025-04-02,(105.04),PURCHASE 852227
T0002486,A00009,M016,11/20/2024,$-24.84,PURCHASE 378889
T0003185,A00045,M005,11-Aug-2024,-139.86,PURCHASE 900925
T0001721,A00004,M006,02/01/2025,(295.04),PURCHASE 486715
T0001907,A00049,M026,,$(267.28),PURCHASE 680437
T0001849,A00090,M009,02/22/24,(262.05),  PURCHASE 934789  
T0000994,A00048,M011,,-313.78,PURCHASE 292898
T0001621,A00083,M030,04/21/2024,(266.38),PURCHASE 946494
T0002205,A00040,M031,21-Mar-2025,-244.88,PURCHASE 639858
T0000600,A00058,M020,12/13/2024,-359.93,PURCHASE 740037
T0001373,A00014,M003,02/11/25,$-414.55,PURCHASE 494338
T0000378,A00047,M022,2024-04-08,$-316.42,PURCHASE 374375
T0000499,A00040,M005,2024-01-12,-186.75,PURCHASE 150075
T0000295,A00023,M029,03/13/24,(144.25),PURCHASE 156413
T0003173,A00014,M031,29-Jun-2025,"$1,880.13",PAYROLL DEP 127140
T0000582,A00070,M004,2024-09-30,$-11.84,PURCHASE 101269
T0000750,A00050,M031,2024-09-24,"$2,192.01",PAYROLL DEP 496267
T0000921,A00078,M014,08-Aug-2024,-312.35,PURCHASE 225909
T0000751,A00008,M001,01/02/2025,-69.20,PURCHASE 270651
T0000772,A00025,M024,19-Dec-2024,-413.69,PURCHASE 755216
T0002587,A00073,M013,03-Oct-2024,$-8.77,PURCHASE 543692
T0002134,A00045,M023,2024-05-19,(387.31),PURCHASE 451574
T0000175,A00090,M001,2024-01-14,$(161.82),PURCHASE 816586
T0003213,A99999,M026,2024-10-24, $-95.11 ,PURCHASE ORPHAN
T0001137,A00056,M015,14-Jan-2024,-274.31,  PURCHASE 284693  
T0001224,A00090,M018,03-Apr-2025,$-94.34,PURCHASE 418389
T0001394,A00040,M025,08/30/24,-140.05,PURCHASE 306093
T0000109,A00028,M006,2024-04-21,(190.47),  PURCHASE 585854  
T0001908,A00016,M008,08/12/24,-159.26,PURCHASE 442146
T0002305,A00064,M026,2025-05-12,(240.85),  PURCHASE 894721  
T0001213,A00058,M012,04/17/2024,$-286.98,  PURCHASE 103026  
T0001573,A00035,M013,16-Oct-2024,(411.81),PURCHASE 746479
T0002201,A00070,M029,2025-04-25, -53.46 ,PURCHASE 781366
T0001131,A00020,M026,02/07/25,-352.39,PURCHASE 416778
T0003060,A00038,,12/18/24,-419.55,PURCHASE 836342
T0002437,A00087,M020,22-Nov-2024,-83.36,PURCHASE 855281
T0002885,A00012,M020,04-Jun-2025,-298.62,PURCHASE 242545
T0003126,A00052,M018,2024-02-16,-281.51,PURCHASE 110248
T0001784,A00004,M011,2024-03-05,-236.14,PURCHASE 414465
T0000806,A00083,M015,03/17/25, -191.19 ,PURCHASE 456316
T0001006,A00076,M023,2024-06-13, -226.02 ,PURCHASE 931169
T0001406,A00023,M007,2024-06-13,(228.40),  PURCHASE 619689  
T0000749,A00090,M022,12/21/2024,-335.05,PURCHASE 195166
T0001587,A00005,M007,04/05/25,-87.96,  PURCHASE 521327  
T0001763,A00027,M024,2024-08-05,-104.96,PURCHASE 404313
T0001330,A00074,M026,2025-04-19,-67.29,PURCHASE 144821
T0000141,A00044,M021,,-96.87,PURCHASE 815338
T0002380,A00079,M012,05/03/2024,-170.33,PURCHASE 396022
T0001550,A00084,M002,02/18/2025,$-209.92,PURCHASE 336722
T0002321,A00002,M030,02/03/24,-406.53,PURCHASE 641280
T0002342,A00084,M001,11/10/2024,(110.44),PURCHASE 960284
T0000606,A00082,M011,02/15/25,-145.79,  PURCHASE 671559  
T0002255,A00068,M012,17-Jan-2024,-192.44,PURCHASE 807246
T0001117,A00090,M010,07/05/2024,-129.46,PURCHASE 614462
T0001075,A00067,M020,29-Nov-2024,-381.58,PURCHASE 118349
T0002765,A00038,M031,22-Jul-2024,(417.54),PURCHASE 784232
T0001750,A00071,M020,07/19/24, $(86.52) ,  PURCHASE 754067  
T0001156,A00054,M016,04/11/2024,$-122.54,PURCHASE 437976
T0002928,A00011,M028,2024-10-06, -68.72 ,PURCHASE 544249
T0000441,A00035,M017,05/23/24,$-310.54,  PURCHASE 253672  
T0003034,A00032,M005,2024-12-25,$-395.94,PURCHASE 200195
T0000626,A00017,M007,09/17/2024,-255.75,PURCHASE 327496
T0000834,A00011,M016,05/12/25,-95.32,PURCHASE 736108
T0000385,A00090,M028,07/25/2024,$-409.20,PURCHASE 701380
T0002967,A00046,M028,12-Mar-2024,-273.60,PURCHASE 489715
T0003154,A00078,M017,2024-07-18,-230.91,PURCHASE 495487
T0000872,A00032,M031,01/25/25,"1,998.62",PAYROLL DEP 672084
T0000207,A00022,M003,2024-08-26,$-121.12,PURCHASE 706063
T0002559,A00084,M008,2025-05-16,,PURCHASE 786870
T0000016,A00018,M010,10/23/24, $-204.39 ,PURCHASE 560959
T0001686,A00066,M012,12/14/24,-394.60,PURCHASE 993111
T0002882,A00059,M012,05/12/2025,-3.96,PURCHASE 549753
T0002360,A00084,M002,25-Dec-2024,(76.20),PURCHASE 538849
T0000297,A00072,M010,24-Apr-2025,$-288.43,PURCHASE 746910
T0002952,A00006,M025,05/08/25,-82.46,  PURCHASE 608281  
T0001478,A00045,M010,06/19/24,-151.41,PURCHASE 574631
T0002685,A00055,M014,01-Feb-2024,-188.36,PURCHASE 623885
T0000721,A00074,M031,01/14/2024,"1,868.10",  PAYROLL DEP 416110  
T0001134,A00036,M016,08/03/24,$(41.75),PURCHASE 317312
T0001637,A00042,M013,10/07/2024,-294.50,PURCHASE 571595
T0001463,A00060,M005,06/24/25, -375.59 ,PURCHASE 362848
T0000920,A00040,M004,09/11/2024,-371.80,  PURCHASE 418186  
T0000868,A00008,M027,2024-04-24,$-164.82,PURCHASE 874212
T0001509,A00030,M008,01/04/2024,-211.86,PURCHASE 509799
T0002668,A00011,M013,2025-06-07,-244.86,PURCHASE 326072
T0001999,A00027,M010,16-Aug-2024,$-257.89,PURCHASE 449366
T0002693,A00016,M004,01/29/24, $-235.31 ,PURCHASE 365431
T0001162,A00070,M002,01/27/24,-177.63,  PURCHASE 690798  
T0002314,A00031,,05/12/24,(27.08),PURCHASE 930326
T0001633,A00064,M012,31-Mar-2024,-387.38,  PURCHASE 194864  
T0001665,A00090,M001,2024-09-09,$-175.20,PURCHASE 347845
T0001269,A00045,,08/19/2024,-286.84,  PURCHASE 961878  
T0001442,A00003,M027,2025-06-24,(397.47),PURCHASE 161293
T0002181,A00051,M003,10/02/24,(157.24),  PURCHASE 171766  
T0000614,A00016,M015,26-Apr-2024,-181.64,PURCHASE 821997
T0002763,A00060,M023,03/31/25, (330.14) ,PURCHASE 470186
T0003189,A00042,M026,24-May-2025,$-146.91,PURCHASE 354749
T0000222,A00031,M031,08/30/24,$-258.66,PURCHASE 995825
T0001259,A00023,M029,29-Jan-2025,$-350.79,PURCHASE 969005
T0000069,A00060,M019,08-Jan-2025, (86.32) ,PURCHASE 842776
T0001389,A00012,M011,2025-01-22,-384.18,  PURCHASE 839031  
T0002283,A00025,M017,04/03/24,-277.31,PURCHASE 224100
T0001947,A00007,M012,08/25/24,$-230.36,PURCHASE 104468
T0000927,A00007,M014,05/21/2025,-153.26,PURCHASE 589218
T0000979,A00030,M019,,-83.76,  PURCHASE 320846  
T0000987,A00072,M001,2024-06-04,-199.49,  PURCHASE 833986  
T0001405,A00037,M011,2025-05-21,(401.37),PURCHASE 298712
T0000579,A00014,M022,06/30/2024,$(256.46),PURCHASE 205102
T0001313,A00041,M005,01/10/24, $(140.69) ,PURCHASE 306851
T0000098,A00019,M007,03/21/24,-409.29,PURCHASE 774396
T0002396,A00083,M010,14-Jun-2024,-350.01,PURCHASE 229436
T0000629,A00009,M009,03/09/25,-343.23,PURCHASE 763432
T0002704,A00057,M013,07/29/24,-228.78,PURCHASE 407587
T0001271,A00065,M028,2025-04-16,$-286.68,PURCHASE 779587
T0001061,A00027,M003,05/17/2024,(132.78),PURCHASE 665422
T0003045,A00033,M016,04/30/24,-268.41,PURCHASE 991042
T0001017,A00062,M020,03/01/2024,-281.09,PURCHASE 706424
T0000879,A00044,M011,2024-07-21,(198.40),PURCHASE 742069
T0001774,A00033,M007,06/14/24,(173.17),PURCHASE 114302
T0000680,A00042,M031,08/21/24,"1,988.21",  PAYROLL DEP 873768  
T0000027,A00022,M031,22-Jun-2025,-75.22,PURCHASE 774558
T0003208,A99999,M009,2025-05-15,(84.18),PURCHASE ORPHAN
T0000165,A00023,M011,03/17/24,$(103.45),PURCHASE 346415
T0000103,A00046,M008,2025-03-05,$-176.58,PURCHASE 155230
T0002528,A00070,M005,03/09/25,-145.66,  PURCHASE 397466  
T0002244,A00072,M003,04/13/2024,$-67.09,  PURCHASE 470162  
T0001408,A00032,M008,04/10/2025,$(172.74),  PURCHASE 238144  
T0001598,A00044,M025,10/04/2024,-286.33,PURCHASE 302163
T0002197,A00048,M015,01/22/25,-399.39,PURCHASE 864357
T0000797,A00042,M011,01/14/25,-306.04,  PURCHASE 105948  
T0002416,A00012,M030,08/25/24,(193.41),PURCHASE 960481
T0002188,A00089,M026,12-Mar-2024, -292.05 ,PURCHASE 653323
T0000331,A00061,M011,2024-02-16,$-29.36,  PURCHASE 355479  
T0000358,A00092,M026,03/29/25,-306.58,PURCHASE 250616
T0001089,A00050,M006,05/26/2025,-384.63,  PURCHASE 717604  
T0001477,A00002,M021,31-Jan-2025,-22.92,PURCHASE 540172
T0002960,A00067,M016,12-Mar-2025,-67.29,PURCHASE 209861
T0002506,A00013,M013,09/26/24,-150.47,  PURCHASE 403614  
T0003167,A00021,M016,01/16/2025,$-194.42,PURCHASE 754400
T0000250,A00074,M018,07/02/2024,-176.13,PURCHASE 209159
T0000321,A00053,M013,10/10/2024,-165.04,PURCHASE 310416
T0000850,A00013,M018,2025-02-20, -411.73 ,PURCHASE 715983
T0001132,A00044,M003,11/24/2024,-147.65,PURCHASE 198114
T0001930,A00001,M010,04/24/25,$-71.79,PURCHASE 335946
T0002022,A00006,M027,2024-09-14,-166.83,PURCHASE 143570
T0003104,A00075,M012,30-Oct-2024,$-151.09,PURCHASE 547248
T0001482,A00070,M024,26-Apr-2024,-97.34,PURCHASE 524484
T0000438,A00012,M029,2025-02-18,-128.74,PURCHASE 667059
T0001565,A00082,M003,03/22/24,-123.63,PURCHASE 541685
T0002815,A00050,,11/06/24,-172.33,PURCHASE 459951
T0002779,A00068,M007,2024-05-10,$-326.56,PURCHASE 954978
T0000607,A00061,M020,11/23/24,-325.84,PURCHASE 321766
T0000764,A00086,M001,2024-10-27,$(189.30),PURCHASE 515461
T0001921,A00084,M005,04-Jun-2024,$-226.68,PURCHASE 923925
T0000624,A00056,M026,02/04/25,$-12.16,PURCHASE 428817
T0002971,A00012,M027,05/24/25,$-353.34,PURCHASE 153365
T0000949,A00020,M028,11/30/2024,-398.52,PURCHASE 815321
T0000617,A00088,M031,02/09/2025,"3,073.79",  PAYROLL DEP 933762  
T0000580,A00030,,2024-04-12,-48.88,PURCHASE 380658
T0001699,A00017,M020,2024-01-01,$(405.30),PURCHASE 939912
T0002268,A00085,M005,05/20/2025,(134.17),PURCHASE 588574
T0000784,A00078,M010,01/06/2025,-396.98,  PURCHASE 879860  
T0001989,A00074,M006,01/21/2024,-182.84,  PURCHASE 111112  
T0003072,A00078,M012,21-Jan-2024,-85.55,PURCHASE 415349
T0000743,A00043,M006,2024-11-20,-380.69,  PURCHASE 978409  
T0000323,A00005,M001,06/01/24,-392.02,PURCHASE 640418
T0001709,A00065,M025,02/16/2024, $(393.99) ,PURCHASE 211403
T0000068,A00080,M006,24-Jul-2024,-405.23,PURCHASE 354200
T0001198,A00077,M006,2025-01-25,-114.67,PURCHASE 346903
T0003133,A00091,M015,2025-04-29, -171.33 ,  PURCHASE 824484  
T0001887,A00004,M009,25-Jun-2025, -210.07 ,PURCHASE 245911
T0000132,A00011,M029,02/05/2024,$-218.51,  PURCHASE 275284  
T0000954,A00054,M031,02/06/25,"2,442.36",PAYROLL DEP 390551
T0002860,A00010,M004,01/20/25,$-25.65,PURCHASE 302657
T0000813,A00019,M028,07-Mar-2024,-274.88,PURCHASE 116619
T0000245,A00055,M006,06/02/2025,-371.18,PURCHASE 665136
T0000453,A00085,M004,2025-05-31, $-115.29 ,PURCHASE 119527
T0001113,A00048,M025,02-Jun-2025,$-190.56,PURCHASE 453669
T0000072,A00003,M021,02/15/2024,-285.51,PURCHASE 371306
T0000300,A00056,M014,03/17/25,$-239.53,  PURCHASE 846490  
T0000194,A00064,M029,07/20/2024,-264.30,PURCHASE 707021
T0000887,A00076,M025,2024-02-11,$-276.84,PURCHASE 111196
T0000990,A00046,M022,02/06/2025,-70.89,PURCHASE 954209
T0002560,A00060,M027,10/06/24,-19.82,PURCHASE 271358
T0002888,A00048,M029,04/16/2024,$-268.48,PURCHASE 902101
T0001644,A00088,M021,25-Jan-2025,$(142.63),PURCHASE 375469
T0000197,A00022,M031,01/02/25,"$4,389.01",PAYROLL DEP 929906
T0000645,A00010,M004,2025-05-20, $-287.04 ,PURCHASE 379108
T0002073,A00055,M030,11/07/2024,-116.01,PURCHASE 456371
T0001624,A00040,M028,06/07/25,-185.09,PURCHASE 541160
T0000785,A00015,M008,01/28/25,-14.68,PURCHASE 881668
T0000342,A00062,M001,26-Mar-2024,-292.05,PURCHASE 116703
T0002219,A00009,M031,2024-07-21,$-254.26,PURCHASE 683105
T0002003,A00065,M019,02/13/2024,-18.82,PURCHASE 152486
T0002246,A00009,M013,2024-09-18,-169.56,PURCHASE 876634
T0001116,A00062,M027,05/14/2024,,PURCHASE 456442
T0002622,A00009,M025,11/15/24,-294.78,PURCHASE 632118
T0001793,A00070,M023,11/14/24,$-140.58,PURCHASE 838091
T0003098,A00071,M024,2025-06-07,$-302.64,  PURCHASE 210678  
T0003207,A99999,M026,08/18/24,-87.72,PURCHASE ORPHAN
T0000961,A00010,M016,12/16/24,$-214.65,PURCHASE 977594
T0000105,A00024,M025,2025-05-20, $-84.49 ,PURCHASE 344315
T0001656,A00064,M022,2024-01-29,$-311.23,PURCHASE 319231
T0001651,A00037,M013,2024-02-16,-266.07,  PURCHASE 773515  
T0000451,A00034,M018,27-Apr-2024,$-73.12,PURCHASE 277409
T0002540,A00007,M025,08/03/2024,-62.53,PURCHASE 968125
T0000566,A00001,M010,24-Jan-2025, -294.97 ,PURCHASE 154164
T0000415,A00056,M013,06/15/2024,$-121.82,PURCHASE 945522
T0000506,A00017,M020,03/14/25,$-36.11,PURCHASE 349628
T0000779,A00083,M026,2025-03-30,-76.76,  PURCHASE 267003  
T0001844,A00065,M012,21-Mar-2025,-341.58,  PURCHASE 240038  
T0000787,A00030,M010,2024-03-07,-89.08,PURCHASE 623019
T0002245,A00031,M031,02/12/24,$-416.67,PURCHASE 647514
T0002674,A00092,M014,06/25/2024,-381.31,PURCHASE 818507
T0002229,A00025,M017,2024-07-21,$-152.04,PURCHASE 925116
T0002902,A00074,M026,05/30/2024,-387.05,PURCHASE 125247
T0001757,A00084,M018,03/29/2024,-322.29,PURCHASE 312775
T0002926,A00085,M027,02/23/2025,(144.06),PURCHASE 692752
T0002153,A00029,M031,03/18/24,"$4,090.44",  PAYROLL DEP 307331  
T0000177,A00072,M002,10/21/2024,-389.34,PURCHASE 113595
T0002034,A00074,M001,02/19/25,-415.09,PURCHASE 902390
T0000894,A00048,M021,2024-08-21,-351.63,PURCHASE 461506
T0000861,A00042,M031,2025-01-29,-227.25,PURCHASE 633458
T0001804,A00091,M022,2024-07-29,$-290.64,  PURCHASE 927124  
T0001336,A00068,M005,07/03/2024,$(301.10),PURCHASE 167070
T0000918,A00043,M027,07-Aug-2024,$-129.51,  PURCHASE 327337  
T0003168,A00060,M030,04/07/25,-418.57,PURCHASE 356720
T0002393,A00007,M019,2025-05-13,-200.63,PURCHASE 101464
T0002551,A00053,M016,11/16/2024, (129.95) ,PURCHASE 679285
T0002053,A00086,M008,01/24/25,-195.28,PURCHASE 295559
T0000715,A00041,M016,10/26/24, -335.24 ,PURCHASE 891634
T0001581,A00063,M020,07/09/2024,-153.07,PURCHASE 832538
T0000936,A00051,M016,2024-12-11,-17.32,PURCHASE 110793
T0000436,A00023,M025,20-Mar-2025,(18.47),PURCHASE 937886
T0002510,A00017,M028,18-Mar-2025,-180.04,  PURCHASE 512440  
T0003047,A00044,M028,01/21/25,-26.42,  PURCHASE 330952  
T0001248,A00013,M029,,(132.68),PURCHASE 270407
T0001180,A00084,,2024-02-21,-112.31,PURCHASE 893002
T0002126,A00049,M031,06/28/2025,"4,381.82",  PAYROLL DEP 619401  
T0001912,A00021,M028,05/24/25,-136.45,PURCHASE 736842
T0000021,A00035,M015,16-Mar-2024,-321.76,PURCHASE 513037
T0001590,A00092,M030,21-May-2024, $-4.01 ,PURCHASE 300183
T0001964,A00039,M005,05-Feb-2025,$-252.69,PURCHASE 923624
T0003055,A00057,M004,2024-03-28,$(370.79),  PURCHASE 499724  
T0002132,A00032,M014,2024-12-02,$-78.89,  PURCHASE 495184  
T0002453,A00088,M015,03/10/25,-275.71,  PURCHASE 242699  
T0002995,A00020,M014,2024-09-09,-378.33,PURCHASE 505683
T0002735,A00069,M010,01/17/2024,-300.07,PURCHASE 150567
T0002415,A00013,M021,2024-07-14,(82.94),PURCHASE 122378
T0002719,A00056,M004,08-Jun-2025,$-206.11,PURCHASE 559699
T0000217,A00041,,11/19/2024, $-218.38 ,PURCHASE 960959
T0000501,A00076,M003,15-Jul-2024,-94.98,PURCHASE 535872
T0002002,A00080,M012,2025-01-29,-281.41,PURCHASE 826380
T0002299,A00039,M021,15-Sep-2024,-18.04,PURCHASE 729686
T0002851,A00078,M003,10/25/2024,-213.94,PURCHASE 598652
T0000126,A00008,M029,2024-03-16, -159.57 ,PURCHASE 743453
T0002848,A00017,,02/04/25,(19.50),PURCHASE 965415
T0002876,A00022,M014,05-Feb-2024,-212.32,  PURCHASE 982620  
T0001205,A00030,M010,06-Feb-2025,-364.75,  PURCHASE 101662  
T0002446,A00004,M010,2025-04-19,-353.32,PURCHASE 368820
T0000492,A00056,M023,2024-11-13,-280.22,PURCHASE 581250
T0002752,A00009,M026,04/25/2025,-261.90,PURCHASE 239723
T0000468,A00070,M029,2024-02-04,(356.49),PURCHASE 756602
T0000564,A00006,M009,2025-06-07,$-322.73,PURCHASE 840777
T0001084,A00001,M030,06/13/2024,-253.95,PURCHASE 170420
T0000360,A00054,M002,,-346.11,PURCHASE 929653
T0002076,A00024,M018,27-Apr-2025,-183.05,PURCHASE 330881
T0000107,A00041,M029,2025-06-16,$(158.33),PURCHASE 178465
T0002288,A00012,M026,2024-10-31,-207.91,  PURCHASE 525766  
T0000450,A00040,M018,30-Mar-2025, (256.06) ,PURCHASE 535092
T0002914,A00049,M006,22-Aug-2024,-295.15,PURCHASE 494005
T0000170,A00008,M031,02/28/25,"3,953.02",  PAYROLL DEP 628689  
T0002478,A00089,M026,2025-04-16,(261.98),PURCHASE 932952
T0001027,A00069,M022,23-Jul-2024,$-354.08,PURCHASE 356779
T0002224,A00043,M019,28-Mar-2025,$-285.17,PURCHASE 107573
T0002480,A00027,M016,2025-06-12,-138.33,PURCHASE 201676
T0000999,A00046,M019,,$-108.98,  PURCHASE 516263  
T0001863,A00021,M012,05/06/2025, $-36.58 ,  PURCHASE 903765  
T0002373,A00026,M023,29-Jan-2025,-337.20,PURCHASE 698667
T0000553,A00034,M011,11/08/24, $(355.47) ,PURCHASE 188693
T0001290,A00012,M024,05/23/25,$(278.90),PURCHASE 750436
T0000637,A00091,M003,2025-03-22,-82.71,  PURCHASE 155040  
T0000652,A00051,M031,01-Apr-2024,-160.53,PURCHASE 652501
T0001288,A00090,M019,10/01/2024,$-322.60,PURCHASE 704223
T0001663,A00055,M005,12/13/24,-123.78,  PURCHASE 412276  
T0003198,A00075,M019,01/30/2024,-94.69,  PURCHASE 670119  
T0001691,A00006,M031,17-Oct-2024,"$2,744.24",  PAYROLL DEP 411595  
T0000538,A00057,M004,07/02/24,-411.78,PURCHASE 135644
T0001063,A00073,M003,2024-12-09,-41.46,PURCHASE 527030
T0000435,A00084,M017,14-Apr-2025, $(334.35) ,PURCHASE 172961
T0002580,A00062,M015,19-Feb-2024,-341.92,PURCHASE 627614
T0000008,A00060,M008,11/17/24,(403.54),PURCHASE 912609
T0000964,A00071,M006,09/23/2024,-94.38,  PURCHASE 499973  
T0002162,A00022,M026,2024-09-15, (382.84) ,PURCHASE 723214
T0001238,A00030,M012,08/11/24,-348.46,PURCHASE 292565
T0001958,A00083,M019,01/26/24,-7.34,PURCHASE 111961
T0001185,A00032,M019,16-Jan-2024,-218.28,PURCHASE 281287
T0001759,A00010,M015,08/28/2024,-220.27,PURCHASE 281917
T0001679,A00072,M004,29-Mar-2024,-87.77,PURCHASE 117011
T0001753,A00056,M017,2024-08-13,$-211.66,PURCHASE 522491
T0000319,A00004,M031,04/04/2024,"3,820.07",PAYROLL DEP 190582
T0003020,A00015,M006,26-Jun-2024,$-244.42,PURCHASE 544251
T0001158,A00050,M027,22-Feb-2024,(380.00),  PURCHASE 791288  
T0003026,A00070,M015,01/13/25,$-13.48,PURCHASE 801215
T0001437,A00056,M031,11/10/24,"4,268.60",PAYROLL DEP 452613
T0002017,A00069,M005,02/27/25,$(216.50),PURCHASE 252328
T0002853,A00076,M012,09/06/24, -19.13 ,PURCHASE 867291
T0002060,A00061,M015,02/04/2025,-7.94,PURCHASE 552029
T0001044,A00044,M017,2025-05-03,(382.58),PURCHASE 429372
T0002166,A00042,M004,01/04/25,-346.82,PURCHASE 327497
T0000026,A00092,M007,04-Jun-2024,-174.13,PURCHASE 244789
T0002776,A00065,M024,04/20/2024,$-275.73,PURCHASE 884989
T0003122,A00062,M015,03/14/2025, -107.40 ,PURCHASE 651059
T0000665,A00083,M020,03/25/2025,$(54.37),PURCHASE 636362
T0003069,A00031,M024,11/29/2024,-221.18,PURCHASE 598970
T0001480,A00023,M029,2024-07-09,-157.88,PURCHASE 668552
T0000239,A00046,M025,2024-07-22,-42.18,PURCHASE 266316
T0002167,A00077,M031,2024-07-30,-66.22,PURCHASE 846087
T0002402,A00039,M024,2024-04-11,(200.43),PURCHASE 286941
T0002334,A00076,M026,01/07/25,-81.12,PURCHASE 932917
T0000065,A00034,M020,12/28/2024,$-252.38,PURCHASE 686716
T0001056,A00040,M008,2024-05-05,(339.40),PURCHASE 925620
T0002368,A00052,M002,2025-04-21,$-4.21,PURCHASE 572737
T0001874,A00021,M008,06/19/24, -329.55 ,PURCHASE 815085
T0001994,A00074,M008,01/21/2024, -118.61 ,PURCHASE 543653
T0001264,A00045,M031,01-Oct-2024,-378.92,PURCHASE 595125
T0002293,A00069,M016,01/06/25,-46.18,PURCHASE 264580
T0000876,A00048,M017,02/12/25,$(88.87),PURCHASE 748938
T0001064,A00066,M011,01/22/2024,-102.10,PURCHASE 200647
T0001000,A00053,M029,2024-10-07,-230.91,PURCHASE 421078
T0001708,A00045,M016,01/26/2025,-360.97,PURCHASE 325914
T0001003,A00014,M030,2025-01-05, -123.42 ,PURCHASE 227339
T0001426,A00010,M003,12/20/2024,-210.20,PURCHASE 302011
T0001143,A00035,M029,27-Jun-2025,$-47.64,  PURCHASE 107945  
T0003127,A00031,M020,03/11/2024,$(18.74),PURCHASE 682742
T0001616,A00062,M005,2024-05-16,-94.77,  PURCHASE 279582  
T0002024,A00036,M030,01/26/2024,-329.31,PURCHASE 708343
T0002362,A00032,M028,2024-12-30,,PURCHASE 584819
T0003071,A00050,M017,08/10/24,(28.22),PURCHASE 841063
T0000576,A00084,,2024-10-28,-264.02,PURCHASE 116398
T0000901,A00008,M023,03/09/2024,-201.78,PURCHASE 113597
T0001225,A00054,M005,01-Nov-2024,(228.26),PURCHASE 512586
T0001766,A00077,M026,2025-02-10,-269.83,PURCHASE 565413
T0001057,A00082,M021,2024-09-03,(286.05),PURCHASE 526400
T0002900,A00005,M001,2024-03-20, -325.74 ,PURCHASE 664608
T0000206,A00026,M031,06/26/25,-337.56,  PURCHASE 830550  
T0000716,A00048,M004,09/10/24,-76.47,PURCHASE 607236
T0001957,A00071,M012,23-Oct-2024,-177.44,PURCHASE 704624
T0000517,A00052,M014,2025-03-09,-108.45,  PURCHASE 531603  
T0000795,A00008,M017,08/25/2024,-130.35,PURCHASE 804524
T0003013,A00086,M014,05/31/24,-381.70,PURCHASE 454871
T0001807,A00030,M022,31-Aug-2024,-281.37,PURCHASE 113243
T0000854,A00032,M031,06/25/25,"2,911.32",PAYROLL DEP 280767
T0002486,A00009,M016,11/20/2024,$-24.84,PURCHASE 378889
